Target Company Name;Full Name;P_ID;Primary SIC Code;Dimensions;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
BALL CORP;R. David Hoover;1988R. David Hoover;3411;NameOf Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
BALL CORP;R. David Hoover;1988R. David Hoover;3411;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;H;H;H;H;H;H;H;H;H;H;H;H;C;C;C;C;C;C;C;C;C;J;J;J;J;D;D;J;J;J;L;L;L;L;L;L;L;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
BALL CORP;R. David Hoover;1988R. David Hoover;3411;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;other;other;other;other;other;other;other;other;other;other;other;other;v.p., fin. & admin. agrl. sys. divsn.,;v.p., fin. & admin. agrl. sys. divsn.,;v.p., fin. & admin.;v.p., fin. & admin.;asst. treas.,;v.p. treas.,;v.p. treas.,;v.p. treas.,;v.p. treas.,;sr. v.p. & CFO,;sr. v.p. & CFO,;sr. v.p. & CFO,;sr. v.p. & CFO,;exec. v.p.;exec. v.p.;vice chmn. & CFO,;vice chmn. & CFO,;COO, president;pres., CEO,;chmn., pres., CEO,;chmn., pres., CEO,;chmn., pres., CEO,;chmn., pres., CEO,;chmn., pres., CEO,;chmn., pres., CEO,;chmn., pres., CEO,;chmn., pres., CEO,;chmn., CEO,;chmn., CEO,;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
BALL CORP;R. David Hoover;1988R. David Hoover;3411;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;3;1;1;1;2;1;1;1;2;1;1;1;2;1;2;1;2;2;1;1;1;2;1;1;1;2;1;2;1;2;2;2;1;1;1;1;1;1;1;2;1;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
BALL CORP;R. David Hoover;1988R. David Hoover;3411;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
BALL CORP;John A. Hayes;1988John A. Hayes;3411;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;C;C;C;C;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z
BALL CORP;John A. Hayes;1988John A. Hayes;3411;NameOf Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Lehman Brothers Inc;Lehman Brothers Inc;Lehman Brothers Inc;Lehman Brothers Inc;Lehman Brothers Inc;Lehman Brothers Inc;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Ball Corp., ;Z;Z;Z;Z;Z;Z;Z;Z
BALL CORP;John A. Hayes;1988John A. Hayes;3411;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;D;D;D;D;D;D;E;E;E;E;E;E;I;I;I;J ;J ;J ;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z
BALL CORP;John A. Hayes;1988John A. Hayes;3411;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;VP, Corporate Finance;VP, Corporate Finance;VP, Corporate Finance;VP, Corporate Finance;VP, Mergers and Acquisitions;VP, Mergers and Acquisitions;v.p. corp. planning and devel.,;v.p. corp. planning and devel.,;v.p. corp. planning and devel.,;v.p. corp. planning and devel.,;v.p. corp. strategy, mktg. and devel., ;v.p. corp. strategy, mktg. and devel., ;exec. v.p. Ball Packaging Europe, v.p.,;pres. Ball Packaging Europe, v.p. to sr. v.p.,;pres. Ball Packaging Europe, v.p. to sr. v.p.,;exec. v.p., COO, ;exec. v.p., COO, ;pres., COO, ;pres., CEO, ;pres., CEO, ;pres., CEO, ;Z;Z;Z;Z;Z;Z;Z;Z
BALL CORP;John A. Hayes;1988John A. Hayes;3411;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;3;1;1;1;2;1;3;2;1;1;2;1;2;2;2;2;1;2;2;1;1;Z;Z;Z;Z;Z;Z;Z;Z
BALL CORP;John A. Hayes;1988John A. Hayes;3411;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;Z;Z;Z;Z;Z;Z;Z;Z
BANK OF AMERICA CORP;Kenneth D. Lewis;7647Kenneth D. Lewis;6029;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;Z;Z;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
BANK OF AMERICA CORP;Kenneth D. Lewis;7647Kenneth D. Lewis;6029;NameOf Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;NC Nat. Bank, ;NC Nat. Bank, ;North Carolina National Bank (predecessor of BofA);North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;North Carolina National Bank;Bank of America Corp., ;Bank of America Corp., ;Bank of America Corp.,;Bank of America Corp.,;Bank of America Corp.,;Bank of America Corp.,;Bank of America Corp.,;Bank of America Corp.,;Bank of America Corp.,;Bank of America Corp.,;Bank of America Corp.,;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
BANK OF AMERICA CORP;Kenneth D. Lewis;7647Kenneth D. Lewis;6029;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;Z;Z;D;D;D;D;D;D;D;D;D;D;D;D;D;J;J;L;L;L;L;L;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
BANK OF AMERICA CORP;Kenneth D. Lewis;7647Kenneth D. Lewis;6029;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;credit analyst,;credit analyst,;credit analyst,;credit analyst,;credit analyst,;credit analyst,;credit analyst,;credit analyst,;mgr.,;mgr.,;sr. v.p.,;sr. v.p.,;sr. v.p.,;sr. v.p.,;sr. v.p.,;sr. v.p.,;sr. v.p.,;pres.,;pres.,;pres., ;pres., ;pres., ;pres., Gen. ;pres., Gen. ;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres., COO, ;pres., COO, ;chmn., pres., CEO,;chmn., pres., CEO,;chmn., pres., CEO,;chmn., pres., CEO,;chmn., pres., CEO,;chmn., pres., CEO,;chmn., pres., CEO,;chmn., pres., CEO,;pres., CEO,;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
BANK OF AMERICA CORP;Kenneth D. Lewis;7647Kenneth D. Lewis;6029;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;2;1;1;2;1;2;1;1;2;1;1;1;2;1;1;1;1;2;1;2;1;1;2;1;1;2;1;2;1;1;1;1;1;1;1;2;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
BANK OF AMERICA CORP;Kenneth D. Lewis;7647Kenneth D. Lewis;6029;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;4;4;4;4;4;4;4;4;4;4;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
BANK OF AMERICA CORP;Brian T. Moynihan;7647Brian T. Moynihan;6029;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;C;C;C;C;C;C;B;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z
BANK OF AMERICA CORP;Brian T. Moynihan;7647Brian T. Moynihan;6029;NameOf Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Edwards & Angell LLP, ;Edwards & Angell LLP, ;Edwards & Angell LLP, ;Edwards & Angell LLP, ;Edwards & Angell LLP, ;Edwards & Angell LLP, ;Edwards & Angell LLP, ;Edwards & Angell LLP,;Edwards & Angell LLP,;FleetBoston Financial Corp., ;FleetBoston Financial Corp.,;FleetBoston Financial Corp.,;FleetBoston Financial Corp.,;FleetBoston Financial Corp.,;FleetBoston Financial Corp., ;FleetBoston Financial Corp.,;FleetBoston Financial Corp.,;FleetBoston Financial Corp.,;FleetBoston Financial Corp.,;FleetBoston Financial Corp., (merged with BofA);Bank of America Corp., ;Bank of America Corp., ;Bank of America Corp., ;Bank of America Corp.,;Bank of America Corp., ;Bank of America Corp., ;Bank of America Corp.,;Bank of America Corp.,;Bank of America Corp.,;Bank of America Corp.,;Z;Z;Z;Z;Z;Z;Z;Z
BANK OF AMERICA CORP;Brian T. Moynihan;7647Brian T. Moynihan;6029;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;H;H;H;H;H;H;H;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;K;K;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z
BANK OF AMERICA CORP;Brian T. Moynihan;7647Brian T. Moynihan;6029;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Staff Attorney;Staff Attorney;Staff Attorney;Staff Attorney;Staff Attorney;Staff Attorney;Staff Attorney;ptnr., ;ptnr., ;dep. gen. counsel,;mng. dir. corporate strategy & devel., ;mng. dir. corporate strategy & devel., ;mng. dir. corporate strategy & devel., ;mng. dir. corporate strategy & devel., ;sr. v.p.,;exec. v.p.,;exec. v.p. brokerage & wealth mgmt.,;exec. v.p. brokerage & wealth mgmt.,;exec. v.p. brokerage & wealth mgmt.,;exec. v.p. brokerage & wealth mgmt.,;pres.;pres.;pres.;pres.;exec. v.p., gen. counsel, pres. ;pres. global banking,head consumer banking, CEO Merrill Lynch,;pres., CEO, ;pres., CEO, ;pres., CEO, ;pres., CEO, ;Z;Z;Z;Z;Z;Z;Z;Z
BANK OF AMERICA CORP;Brian T. Moynihan;7647Brian T. Moynihan;6029;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;2;1;3;2;1;1;1;2;2;1;1;1;1;2;1;1;2;2;1;2;1;1;1;Z;Z;Z;Z;Z;Z;Z;Z
BANK OF AMERICA CORP;Brian T. Moynihan;7647Brian T. Moynihan;6029;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;Z;Z;Z;Z;Z;Z;Z;Z
BANK OF NEW YORK MELLON CORP;Gerald L. Hassell;2019Gerald L. Hassell;6029;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z
BANK OF NEW YORK MELLON CORP;Gerald L. Hassell;2019Gerald L. Hassell;6029;NameOf Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York, ;Bank of New York Mellon Corp. Merged with bank of new york;Bank of New York Mellon Corp. (BNYM),;Bank of New York Mellon Corp. (BNYM),;Bank of New York Mellon Corp. (BNYM),;Bank of New York Mellon Corp. (BNYM),;Bank of New York Mellon Corp. (BNYM),;Z;Z;Z;Z;Z;Z;Z;Z;Z
BANK OF NEW YORK MELLON CORP;Gerald L. Hassell;2019Gerald L. Hassell;6029;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;K;K;K;K;D;D;D;D;D;D;D;D;D;D;D;D;D;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z
BANK OF NEW YORK MELLON CORP;Gerald L. Hassell;2019Gerald L. Hassell;6029;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;mgmt. positions with,;mgmt. positions with,;mgmt. positions with,;mgmt. positions with,;mgmt. positions with,;mgmt. positions with,;mgmt. positions with,;mgmt. positions with,;mgmt. positions with,;mgmt. positions with,;mgmt. positions with,;mgmt. positions with,;mgmt. positions with,;mgmt. positions with,;mgmt. positions with,;mgmt. positions with,;mgmt. positions with,;exec. v.p.,;exec. v.p.,;exec. v.p.,;exec. v.p.,;sr. exec. v.p., chief comml. banking officer,;sr. exec. v.p., chief comml. banking officer,;sr. exec. v.p., chief comml. banking officer,;sr. exec. v.p., chief comml. banking officer,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;pres.,;chmn., pres., CEO,;chmn., pres., CEO,;Z;Z;Z;Z;Z;Z;Z;Z;Z
BANK OF NEW YORK MELLON CORP;Gerald L. Hassell;2019Gerald L. Hassell;6029;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;2;1;1;1;2;1;1;1;2;1;1;1;2;1;2;1;1;2;1;2;1;2;1;Z;Z;Z;Z;Z;Z;Z;Z;Z
BANK OF NEW YORK MELLON CORP;Gerald L. Hassell;2019Gerald L. Hassell;6029;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;3;1;1;2;1;Z;Z;Z;Z;Z;Z;Z;Z;Z
BANK ONE CORP;James Dimon;1998James Dimon;6021;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;Z;C;C;C;C;B;B;B;B;Z;C;C;C;C;C;C;C;C;Z;A;A;A;A;A;B;B;B;B;B;B;B;B;Z;Z;Z;Z;Z;Z;Z;Z;Z
BANK ONE CORP;James Dimon;1998James Dimon;6021;nameOf Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Management Analysis Center;Management Analysis Center;Management Analysis Center;Z;Amercan express;Amercan express;Amercan express;Amercan express;Citigroup;Citigroup;Citigroup;Citigroup;Z;Primerica Corporation;Primerica Corporation;Travelers Group;Travelers Group;Travelers Group;Travelers Group;Travelers Group;Salomon Smith Barney Holdings Inc., ;Z;Bank One Corporation ;Bank One Corporation ;Bank One Corporation ;Bank One Corporation ;Bank One Corporation ;JPMorgan Chase & Co. Merged with bak one;JPMorgan Chase & Co. Merged with bak one;JPMorgan Chase & Co. Merged with bak one;JPMorgan Chase & Co. Merged with bak one;JPMorgan Chase & Co. Merged with bak one;JPMorgan Chase & Co. Merged with bak one;JPMorgan Chase & Co. Merged with bak one;JPMorgan Chase & Co. Merged with bak one;Z;Z;Z;Z;Z;Z;Z;Z;Z
BANK ONE CORP;James Dimon;1998James Dimon;6021;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;H;H;H;Z;D;D;D;D;J;J;J;J;Z;J;J;J;J;J;J;J;D;Z;L;L;L;L;L;D;D;D;D;D;D;D;D;Z;Z;Z;Z;Z;Z;Z;Z;Z
BANK ONE CORP;James Dimon;1998James Dimon;6021;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;consultant;consultant;consultant;Z;VP;VP;VP;VP;EVP and CFO;EVP and CFO;EVP and CFO;EVP and CFO;Z;President, CFO;President, CFO;President, COO;President, COO;President, COO;President, COO;President, COO;Chief Executive Officer ;Z; Chairman, CEO; Chairman, CEO; Chairman, CEO; Chairman, CEO;Chief Executive Officer , Chairman ;Chairman, Chief Executive Officer ;Chairman, Chief Executive Officer ;Chairman, Chief Executive Officer ;Chairman, Chief Executive Officer ;Chairman, Chief Executive Officer ;Chairman, Chief Executive Officer ;Chairman, Chief Executive Officer ;Chairman, Chief Executive Officer ;Z;Z;Z;Z;Z;Z;Z;Z;Z
BANK ONE CORP;James Dimon;1998James Dimon;6021;changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;Z;3;1;1;1;3;1;1;1;Z;3;1;3;1;1;1;1;3;Z;3;1;1;1;1;2;1;1;1;1;1;1;1;Z;Z;Z;Z;Z;Z;Z;Z;Z
BANK ONE CORP;James Dimon;1998James Dimon;6021;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;Z;1;1;1;1;1;1;1;1;Z;1;1;1;1;1;1;3;3;3;4;4;4;4;4;2;2;2;2;2;2;2;2;Z;Z;Z;Z;Z;Z;Z;Z;Z
BARD (C.R.) INC;Timothy M. Ring;2044Timothy M. Ring;3841;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;C;C;C;C;C;C;C;C;C;C;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z
BARD (C.R.) INC;Timothy M. Ring;2044Timothy M. Ring;3841;NameOf Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;GM, Detroit, ;GM, Detroit, ;GM, Detroit, ;GM, Detroit, ;Abbott Laboratory, Inc.,;Abbott Laboratory, Inc.,;Abbott Laboratory, Inc.,;Abbott Laboratory, Inc.,;Abbott Laboratory, Inc.,;Abbott Laboratory, Inc.,;Abbott Laboratory, Inc.,;Abbott Laboratory, Inc.,;Abbott Laboratory, Inc.,;CR Bard, Inc.,;CR Bard, Inc., ;CR Bard, Inc., ;CR Bard, Inc., ;CR Bard, Inc., ;CR Bard, Inc., ;CR Bard, Inc., ;CR Bard, Inc., ;CR Bard, Inc., ;CR Bard, Inc., ;CR Bard, Inc., ;CR Bard, Inc.,;CR Bard, Inc.,;CR Bard, Inc.,;CR Bard, Inc.,;CR Bard, Inc.,;CR Bard, Inc.,;CR Bard, Inc.,;CR Bard, Inc.,;CR Bard, Inc.,;CR Bard, Inc.,;Z;Z;Z;Z;Z;Z;Z;Z;Z
BARD (C.R.) INC;Timothy M. Ring;2044Timothy M. Ring;3841;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;H;H;H;H;F;F;F;F;F;F;F;F;F;F;A;D;D;D;D;D;D;D;D;D;L;L;L;L;L;L;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z
BARD (C.R.) INC;Timothy M. Ring;2044Timothy M. Ring;3841;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;other;other;other;other;div. personnel mgr.,;regional personnel mgr.,;regional personnel mgr.,;dir. personnel Pacific, ;dir. personnel Pacific,;dir. personnel Pacific,;dir. personnel Pacific,;dir. personnel Pacific,;dir. personnel Pacific,;corp. v.p. HR;group v.p.-internat.,;group v.p.-internat.,;group v.p.-internat.,;group v.p.-internat.,;group pres.-coronary vascular products,;group pres.-coronary vascular products,;group pres.-electrophysiology, ;group pres.-electrophysiology, ;group pres.-electrophysiology, ;group pres.-electrophysiology, ;Chairman and Chief Executive Officer ;Chairman and Chief Executive Officer ;Chairman and Chief Executive Officer ;Chairman and Chief Executive Officer ;Chairman and Chief Executive Officer ;Chairman and Chief Executive Officer ;Chairman and Chief Executive Officer ;Chairman and Chief Executive Officer ;Chairman and Chief Executive Officer ;Chairman and Chief Executive Officer ;Z;Z;Z;Z;Z;Z;Z;Z;Z
BARD (C.R.) INC;Timothy M. Ring;2044Timothy M. Ring;3841;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;3;1;1;2;1;1;2;1;1;3;2;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;Z;Z;Z;Z;Z;Z;Z;Z;Z
BARD (C.R.) INC;Timothy M. Ring;2044Timothy M. Ring;3841;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;4;4;4;4;4;4;4;4;Z;Z;Z;Z;Z;Z;Z;Z;Z
BARRICK GOLD CORP;Gregory C. Wilkins;2055Gregory C. Wilkins;1041;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
